,artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers
160,Sunday Morning Jazz,Happy New Year!,2Q7PLag4LFqOB4Rta73Hxv,7,7lUnk0WPiYsgE89MHnXM4b,34,[],712
161,Morgan Wallen,Don't Think Jesus,1TUuhV75FeOF6UObRsABo2,78,4oUHIQIBe0LHzYfvXNW4QM,83,['contemporary country'],3668194
162,The Space Brothers,Your Place In The World (Extended Mix) - 2022 Remaster,4UXBXbOHkN2ByEW7GMi6E5,16,4nb1tQbYZYqvr50cdTqek5,34,['trance'],6774
163,Em Beihold,Numb Little Bug,3o9kpgkIcffx0iSwxhuNI2,83,7o2ZQYM7nTsaVdkXY38UAA,66,"['alt z', 'gen z singer-songwriter']",237925
164,Josef Strauss,"Nymphen-Polka, Op. 50",4Rec8Cm7xGxdrhMxCYU9Kd,16,0qU8UdzIf1I2ZxyI5OHdut,29,[],5882
165,Walker Hayes,Fancy Like,58UKC45GPNTflCN6nwCUeF,80,7sKxqpSqbIzphAKAhrqvlf,68,"['contemporary country', 'country', 'country road', 'modern country rock']",496076
166,"Joseph Hellmesberger, Jr.","Kleiner Anzeiger, Galopp, Op. 4",1pkC7ik3IwiwIoLSgzqYRD,18,7k9vGxixuXBoIo2AtRmCWG,18,[],207
167,SleazyWorld Go,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,79,7FOQfJbC3e4GNoheojERnF,65,['viral rap'],52075
168,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,19,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
169,Shakira,Te Felicito,2rurDawMfoKP4uHyb2kJBt,94,0EmeFodog0BfCgMzAIvKQp,85,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",24187168
170,Johann Strauss II,Die Fledermaus: Overtüre,2VIefSHPIMd7B6QPpX54Qu,20,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
171,Future,I'M ON ONE (feat. Drake),6wyhUr4Xw8z5uSy0AhoZfU,80,1RyvyyTE3xzB2ZywiAwp0i,87,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",11862509
172,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,18,0Zn5m26BNsqyz9sK2ocQUq,19,['operetta'],634
173,Becky G,MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,90,4obzFoKoKRHIphyHzJ35G3,81,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']",11839148
174,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,5,1YgfLHmN8WBmunQOPAzxTh,7,[],362
175,Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,87,4q3ewBCX7sLwd24euuV69X,100,"['latin', 'reggaeton', 'trap latino']",51753134
176,Workout Music ,Easy on Me (Workout Mix),2BGGgxDFHRyyzvjjKzbEUl,9,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
177,Leah Kate,10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,84,6oWOHAOyBUn6aJlKIPJK9r,67,"['alt z', 'pop', 'uk pop']",98603
178,Workout Music ,Blinding Lights (Workout Mix),1Ihpps7NA0Qhu3uUa3x7K6,9,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
179,Bad Bunny,Me Fui de Vacaciones,28GCbKgjlVD9eDmasGbe0T,89,4q3ewBCX7sLwd24euuV69X,100,"['latin', 'reggaeton', 'trap latino']",51753134
180,Workout Music ,Beggin’ (Workout Mix),3aSEwDuVlabNvITpOKkiwT,10,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
181,Marshmello,Numb,10xV5l9nhLvFpR8mqzs0bL,86,64KEffDW9EtZ1y2vBYgq8T,82,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",33946550
182,Gaana Achu,NEW YEAR 2022,1Gf36LzOmcIn8vcQMrQIm2,6,1GCnpwVBabVq5UUEsbbexN,12,[],630
183,Kendrick Lamar,Rich Spirit,1QPreu0BNOrUfEb8HTd2qG,81,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
184,Dj Tony El Campeon,New Year Mix 2022 - Mega Mix,30cgTq3ASI4sNq0f83oZfP,15,6T0L8ihBwVIr18PGXS166V,19,[],223
185,Bad Bunny,Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,87,4q3ewBCX7sLwd24euuV69X,100,"['latin', 'reggaeton', 'trap latino']",51753134
186,ARMPIT TERMITES,NEW YEARS MIXXX: TIME 4 2022,3Uskm1BFladbHCBqQSxbKl,3,6DiOl584djbGyGt8lUgJhN,7,['glitchbreak'],945
187,Kendrick Lamar,Silent Hill,3lzUeaCbcCDB5IXYfqWRlF,80,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
188,L'Arc-en-Ciel,ALL YEAR AROUND FALLING IN LOVE - Remastered 2022,5KOr7JBQfQ1vbjGa189Gw6,21,6jTjjAjvYvMYfaqi837p5x,55,"['anime', 'classic j-pop', 'visual kei']",642699
189,Gunna,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,82,2hlmm7s2ICUX0LVIhVFlZQ,84,"['atl hip hop', 'melodic rap', 'rap', 'trap']",4452212
190,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,19,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
191,Jack Harlow,Churchill Downs (feat. Drake),3EMp20j5E42MxfFbsEsIvD,82,2LIk90788K0zvyj2JJVwkJ,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",2366608
192,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,21,0qU8UdzIf1I2ZxyI5OHdut,29,[],5882
193,Harry Styles,Boyfriends,6qj02zSeEJGWZ4c0dn5QzJ,84,6KImCVD70vtIoJWnq6nGn3,92,['pop'],22093648
194,Eduard Strauss,"Kleine Chronik, Polka schnell, Op. 128",6pRgYY5NtiwCNQ4yT2jAXQ,17,5FRqFzmeoc0L2u7wWEaagD,20,['post-romantic era'],533
195,Tate McRae,she's all i wanna be,0IuVhCflrQPMGRrOyoY5RW,85,45dkTj5sMRSjrmBSBeiHym,79,['pop'],2938060
196,"Joseph Hellmesberger, Jr.",Heinzelmännchen,0azOkHfzw0pLGF41f8Khmw,17,7k9vGxixuXBoIo2AtRmCWG,18,[],207
197,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn,88,22wbnEMDvgVIAGdFeek6ET,71,['pop'],364396
198,Johann Strauss I,"Radetzky-Marsch, Op. 228",6VB4GnzupnwBCA17kQFqdw,17,4WMHJgeJCssiGW3ssUT7eb,39,"['classical', 'early romantic era']",34959
199,Drake,Falling Back,1vbn9fEyw1IYhqgZJdu9ZB,83,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
200,OneRepublic,Counting Stars,4NRBjAMDh8layJcLqlTF47,8,5Pwc4xIPtQLFEnJriah9YJ,83,"['dance pop', 'piano rock', 'pop', 'pop rock']",13975908
201,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,77,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
202,Avicii,Wake Me Up - Radio Edit,1qtBLES6SONpxdNA81dI28,9,1vCWHaC5f2uS3yhpwWbIA6,79,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",21914537
203,Yeat,Rich Minion,1JIgFmCP5OCTEGV866WP3b,79,3qiHUAX7zY4Qnjx8TNUzVx,79,['pluggnb'],962337
204,The Jackson 5,I Want You Back,6MD0SRIDE7WU06BafJTPte,10,2iE18Oxc8YSumAU232n4rW,65,"['motown', 'soul']",1271180
205,Charlie Puth,Light Switch,1BSMpVGWs3v5BZKnAQziAc,86,6VuMaDnrHyPL1p4EHjYLi7,83,"['dance pop', 'pop', 'viral pop']",16782465
206,Diana Ross,I'm Coming Out,0KfKbafliCudjGyo7Pjmd3,7,3MdG05syQeRYPPcClLaUGl,67,"['adult standards', 'disco', 'motown', 'quiet storm', 'soul']",1480846
207,Bad Bunny,Agosto,0wihfILRNOwE2156Shezc8,86,4q3ewBCX7sLwd24euuV69X,100,"['latin', 'reggaeton', 'trap latino']",51753134
208,LMFAO,Party Rock Anthem,0MHZpGOPZhiBKxR40oRmXj,9,3sgFRtyBnxXD5ESfmbK4dl,66,"['dance pop', 'pop', 'pop rap']",4043548
209,Halsey,So Good,6kxaaIeowajN7w21PfMLbu,83,26VFTg2z8YR0cCuwLzESi2,82,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'uk pop']",18196029
210,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,8,6E8wYeE1CsvOUO031l9QGJ,30,"['ethnotronica', 'german tech house', 'german techno', 'minimal techno', 'organic house', 'persian electronic', 'tech house']",7796
211,Lil Baby,In A Minute,3ihIZrJreMJPjQdNLrEXnP,80,5f7VJjfbwm532GiveGC0ZK,87,"['atl hip hop', 'atl trap', 'rap', 'trap']",11002396
212,Alesso,Years,1T7BiLyFaZKCNNFAMP4PVz,8,4AVFqumd2ogHFlRbKIjp1t,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3833530
213,Lauren Spencer-Smith,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,83,79AyR6ATpj2LTPxfb6FX50,70,"['gen z singer-songwriter', 'pop', 'uk pop']",760165
214,Workout Music ,Peaches (Workout Mix),2GN0M64unZFzF8Mez8RL1F,7,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
215,Brent Faiyaz,LOOSE CHANGE,00imgaPlYRrMGn9o83hfmk,77,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
216,Ava Max,My Head & My Heart,4VAZH3smXXFMH2BGSP5RhU,9,4npEfmQ6YuiwW1GpUmaq3F,80,"['dance pop', 'pop']",5471153
217,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI,79,2hlmm7s2ICUX0LVIhVFlZQ,84,"['atl hip hop', 'melodic rap', 'rap', 'trap']",4452212
218,Workout Music ,Wonder (Workout Mix),2SjBYRFi8j5jZaOOS6Nvid,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
219,Tyga,Freaky Deaky,3vySEUpD0tc801F2WZDLYw,81,5LHRHt1k9lMyONurDHEdrp,79,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6630335
220,Workout Music ,Cold Heart (Workout Mix),4rtAK47x8GeyUC5cxgFJzo,9,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
221,j-hope,MORE,4XKXphKH76W4zNpkgFS5o2,88,0b1sIQumIAsNbqAoIClSpy,77,"['k-pop', 'k-rap']",11183928
222,Workout Music ,deja vu (Workout Mix),5X70OJdWtSai8LfmVniNbr,7,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
223,Jon Pardi,Last Night Lonely,3SeeaIXnrCfT88vHVCRWHl,76,4MoAOfV4ROWofLG3a3hhBN,71,"['contemporary country', 'country', 'country road', 'modern country rock']",1430663
224,Workout Music ,Bad Habits (Workout Mix),67scmhrpM0jxO5Uw8zbL8q,8,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
225,Drake,A Keeper,0nAZGkBGKQCXyaoSJfRhC1,81,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
226,Workout Music ,Stay (Workout Mix),3PDG31h8lEYM653ayKIaXV,8,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
227,Lil Durk,What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,78,3hcs9uc56yIGFCSy9leWe7,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",4300178
228,Workout Music ,Save Your Tears (Workout Mix),2OJFOYPQaSpLraDb2nqCme,8,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
229,Jack Harlow,First Class,0wHFktze2PHC5jDt3B17DC,84,2LIk90788K0zvyj2JJVwkJ,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",2366608
230,Workout Music ,Heat Waves (Workout Mix),5I64qCyYrFPBRWN00zUkVe,8,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
231,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV,83,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393
232,Coldplay,My Universe - David Guetta Remix,4VVh7xorogYHk5FK7W6mmQ,11,4gzpq5DPGxSnKTe4SA8HAU,86,"['permanent wave', 'pop']",36965694
233,Drake,Texts Go Green,4FIgHqXd4KkOwxrGeLDYM2,81,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
234,Workout Music ,Without You (Workout Mix),7aDVw73KoEF4UrnN8MRwag,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
235,BTS,Run BTS,69xohKu8C1fsflYAiSNbwM,89,3Nrfpe0tUJi4K4DXYWgMUX,92,"['k-pop', 'k-pop boy group']",52437874
236,EFDY MUSIC STUDIO,IN NOMINE IMPERATORIS - 2022 Version,5r23W2CfblEyO9B1SvAXAl,6,0scQ5mQ4Be7AwfpN8Hd8WK,1,[],23
237,Juice WRLD,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,79,4MCBfE4596Uoi2O4DtmEMz,88,"['chicago rap', 'melodic rap']",24854435
238,THE YELLOW MONKEY,SPARK - 2022 Remaster,4ujD4hVZgeCaXIHozlEBno,5,1xCdTZ5Wu70H6YwsmpgmHg,45,"['j-pop', 'j-poprock', 'j-rock']",241978
239,Kid Cudi,love.,5XFoaqV1Z8XaLJidchVWhh,76,0fA0VVWsXO9YnASrzqfmYu,81,"['hip hop', 'ohio hip hop', 'rap']",5941442
240,THE YELLOW MONKEY,Primal. - 2022 Remaster,7fYX46VXhDuuoc3UcYKBaw,3,1xCdTZ5Wu70H6YwsmpgmHg,45,"['j-pop', 'j-poprock', 'j-rock']",241978
241,Moneybagg Yo,See Wat I’m Sayin,30vAfL9Wyu2fu07vdbZ1Xt,77,3tJoFztHeIJkJWMrx0td2f,77,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3009124
242,Adam Melchor,Light Year,7itJkxkJcMkRLpfguLjxCA,7,54tv11ndFfiqXiR03PwdlB,53,"['indie folk', 'indie pop', 'new jersey indie']",82428
243,Lil Nas X,Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),3GbQcjKWT7eVpUfzqwUjxv,81,7jVv8c5Fj3E9VhNjxT4snq,82,"['lgbtq+ hip hop', 'pop']",11460571
244,THE YELLOW MONKEY,JAM - 2022 Remaster,4QgSrt2SqD0kRP59aiBRrL,5,1xCdTZ5Wu70H6YwsmpgmHg,45,"['j-pop', 'j-poprock', 'j-rock']",241978
245,Kane Brown,Like I Love Country Music,3j1xkzTW8owIphkWV51V9s,76,3oSJ7TBVCWMDMiYjXNiCKE,74,"['black americana', 'contemporary country', 'country', 'country road']",4204526
246,THE YELLOW MONKEY,Rosy Days - 2022 Remaster,5nlAtDjfqF58o3O9cATwE4,5,1xCdTZ5Wu70H6YwsmpgmHg,45,"['j-pop', 'j-poprock', 'j-rock']",241978
247,Bad Bunny,Callaita,71wFwRo8xGc4lrcyKwsvba,85,4q3ewBCX7sLwd24euuV69X,100,"['latin', 'reggaeton', 'trap latino']",51753134
248,not applicable,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,2qhgPZk7v1U3KbOZhGKdAG,13,4UZsD0MobLXHuL4dy4W8bw,2,[],2
249,Post Malone,Cooped Up (with Roddy Ricch),32vE1nuG8T9c8bhmZdRY6d,81,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
250,Years & Years,Eyes Shut,3XrYZCn03AnNCU7KqWD1C1,4,5vBSrE1xujD2FXYRarbAXc,70,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",1923098
251,Future,PUFFIN ON ZOOTIEZ,5qgFgsrrxOjyPmX5YCuK2E,77,1RyvyyTE3xzB2ZywiAwp0i,87,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",11862509
252,Years & Years,Starstruck,7LvMxB6tQtFIRbCUA9BBjD,6,5vBSrE1xujD2FXYRarbAXc,70,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",1923098
253,Drake,Calling My Name,7sT7kZEYd1MrmzLLIRVZas,81,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
254,Years & Years,King,3Whl6kCI0L80Td1GqpWWD5,12,5vBSrE1xujD2FXYRarbAXc,70,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",1923098
255,Lil Tjay,In My Head,1HvTxgCj0mTzQlEo0zLvFb,82,6jGMq4yGs7aQzuGsMgVgZR,80,"['brooklyn drill', 'melodic rap', 'nyc rap']",5338382
256,Workout Music Tv,For Thousand Years - Workout Remix 135 Bpm,5iHvnjK1ShCkhikbdvS5I2,9,0k5KeG8St6LiePh5blOwwl,51,['workout product'],48147
257,Gunna,P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD,77,2hlmm7s2ICUX0LVIhVFlZQ,84,"['atl hip hop', 'melodic rap', 'rap', 'trap']",4452212
258,The Magician,Sunlight - Radio Edit,3XshTshjn4weNRvS4Ci7fo,35,4WUGQykLBGFfsl0Qjl6TDM,61,"['belgian edm', 'deep house', 'edm', 'house', 'pop dance', 'tropical house']",80018
259,Jordan Davis,What My World Spins Around,6HBRLaSQ7NB8MNlaqzYen1,76,77kULmXAQ6vWer7IIHdGzI,70,['contemporary country'],664287
260,Eduard Strauss,"Gruß an Prag, Polka française, Op. 144",6BvRZg33RmaKkZAajlik3z,16,5FRqFzmeoc0L2u7wWEaagD,20,['post-romantic era'],533
261,Megan Thee Stallion,Plan B,2PljnVsnl2PRwCvfhbdQup,77,181bsRPaVXVlUKXrxwZfHK,80,"['dance pop', 'houston rap', 'pop', 'trap queen']",6832658
262,Johann Strauss II,"Tausend und eine Nacht, Walzer, Op. 346",4Phjc732ZJc6In2gHETidu,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
263,Brent Faiyaz,ADDICTIONS (FEAT. Tre' Amani),01VzuxoBYMAJLObfU0w6dI,74,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
264,Josef Strauss,"Sphärenklänge, Walzer, Op. 235",6QwCELMdagz2bIUl31L2GE,15,0qU8UdzIf1I2ZxyI5OHdut,29,[],5882
265,Brent Faiyaz,ROLLING STONE,0e0JshRej2NwT7jahEmv52,74,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
266,Johann Strauss II,"Persischer Marsch, Op. 289",6nFdjYo1hSmGPSmKiqFjN9,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
267,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,88,4VMYDCV2IEDYJArk749S6m,87,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",28490618
268,Johann Strauss II,"Champagner-Polka, Op. 211",0ceAZnQanR0on8E9HLmZK2,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
269,Alec Benjamin,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,82,5IH6FPUwQTxPSXurCrcIov,76,"['alt z', 'dream smp', 'electropop', 'pop']",3655209
270,Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",0NQlZbWIFXIkKIhFsMH1ZI,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
271,Drake,Currents,1eCFz60zd7mAXgWLapPd9B,79,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
272,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",0DSg1rFnpdc9RhNKCYOF3s,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306
273,Journey,Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,0muK9BAzu2TJXQgWPsEj6e,81,0rvjqX7ttXeg3mTy8Xscbt,75,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",4423230
274,Travie McCoy,We'll Be Alright,62XAay0engehHzXfpW2nrc,6,7o9Nl7K1Al6NNAHX6jn6iG,62,"['dance pop', 'pop rap']",341661
275,Lauren Spencer-Smith,Flowers,6Z165JvPnS8PYvGW8oLGLc,81,79AyR6ATpj2LTPxfb6FX50,70,"['gen z singer-songwriter', 'pop', 'uk pop']",760165
276,The Harvard Krokodiloes,Take Five,3oGSeFjidISj4nGZSrNsnM,2,1YgfLHmN8WBmunQOPAzxTh,7,[],362
277,Lady Gaga,Hold My Hand,0oWraSo5ASJ0h1BEagTyEw,85,1HY2Jd0NmPuamShAr6KMms,84,"['art pop', 'dance pop', 'pop']",22672825
278,DJ Snake,Loco Contigo,0SsArKudK0oLud8nXMRfN9,6,540vIaP2JwjQb9dm3aArA4,77,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",7938694
279,Brent Faiyaz,PRICE OF FAME,4xKQtLZn8m2d2KJy13ZujE,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
280,The Harvard Krokodiloes,Inochi No Namae,0q2CEZPcNxcC0wcVHGt7Ci,3,1YgfLHmN8WBmunQOPAzxTh,7,[],362
281,DaBaby,Bestie,6r9xnueU24r4eoG3HXC87E,76,4r63FhuTkUYltbVAg5TQnk,82,"['north carolina hip hop', 'rap', 'trap']",9886437
282,R3HAB,All Around The World (La La La),1iwEkU7SPZtaWD7cjOPyne,7,6cEuCEZu7PAE9ZSzLLc2oQ,76,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",2377087
283,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,74,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
284,Black Eyed Peas,I Gotta Feeling,0teThZJXIAJigFWFCHhRrU,8,1yxSLGMDHlW21z4YXirZDS,79,"['dance pop', 'pop', 'pop rap']",6812236
285,JID,Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,77,6U3ybJ9UHNKEdsH7ktGBZ7,77,"['hip hop', 'rap', 'underground hip hop']",902493
286,Sean Paul,No Lie,7tEk0lnzfowgegtKXxygH3,6,3Isy6kedDrgPYoTS1dazA9,79,"['dance pop', 'dancehall', 'pop', 'pop rap']",3961601
287,Brent Faiyaz,GHETTO GATSBY (FEAT. ALICIA KEYS),2krESug6AyfOL07tlaGwts,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
288,Surfaces,Sunday Best,1bpA48rYxsGsien5giUBdZ,5,4ETSs924pXMzjIeD6E9b4u,71,"['bedroom soul', 'pop']",852050
289,Brent Faiyaz,FYTB (FEAT. JOONY),48oQGynnS8RLiYRFsJ6pDL,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
290,Jessie J,Price Tag,2hX4Y6IpShMsHn1P9ceE4D,7,2gsggkzM5R49q6jpPvazou,70,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']",10144360
291,Cris Mj,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,92,1Yj5Xey7kTwvZla8sqdsdE,78,"['mambo chileno', 'urbano chileno']",476938
292,The Wanted,Glad You Came,2ojHsrbZaaoumDQKgdsusa,6,2NhdGz9EDv2FeUw6udu2g1,65,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",2492407
293,Conan Gray,Family Line,0iNZGC211wst3VjtobNnC5,79,4Uc8Dsxct0oMqx0P6i60ea,81,"['bedroom pop', 'pop']",6048244
294,NEIKED,Better Days,43B38XWoAqlxs56j9u2B1C,2,5H6xmHXjsq98NLbEjuE29f,68,"['scandipop', 'tropical house']",117101
295,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,85,7n2wHs1TKAczGzO7Dd2rGr,83,"['canadian pop', 'pop', 'viral pop']",38560827
296,MEDUZA,Lose Control,5BeVk8Kqt0ZY9EMoWI8zfS,7,0xRXCcSX89eobfrshSVdyu,72,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",537519
297,Jack Harlow,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,78,2LIk90788K0zvyj2JJVwkJ,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",2366608
298,Maroon 5,What Lovers Do,1gK8KWjMpKy5P2erOyd6pO,9,04gDigrS5kc9YWfZHwBETP,84,['pop'],37125239
299,Post Malone,Wrapped Around Your Finger,6Kfoo60npYPdvNxMPMiDpX,78,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
300,Imagine Dragons,Follow You,6mpkYUbyN9KjbP94syLrlz,4,53XhwfbYqKCa1cC15pYq2q,87,"['modern rock', 'rock']",41318405
301,Brent Faiyaz,ROLE MODEL,1wGpEisE7VmhhSazD8hZ5l,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
302,Workout Music ,You Broke Me First (Workout Mix),4Ty7xyaoyr2ZeTLRd6aGbL,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
303,Kendrick Lamar,United In Grief,5Gt9bxniM1SxN61yRzRhXL,79,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
304,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
305,Brent Faiyaz,JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
306,Workout Music ,Electricity (Workout Mix),473AjnY37WldJKydlFew7R,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
307,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,76,3qiHUAX7zY4Qnjx8TNUzVx,79,['pluggnb'],962337
