,artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers
308,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
309,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),5c37mE38KCxduL41dwsdwg,75,1dID9zgn0OV0Y8ud7Mh2tS,67,"['contemporary country', 'country', 'country road', 'modern country rock']",1844769
310,Workout Music ,Alone (Workout Mix),3l5U0R0aReooep0zk2kM33,3,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
311,Drake,Flight's Booked,6Yj7Zhxt73uvwFFvzQXdxO,80,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
312,Workout Music ,Hold On (Workout Mix),6leoJ4z4b581wuzkQFN7EV,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
313,Brent Faiyaz,HEAL YOUR HEART (INTERLUDE),6MF5JoJYj5uK07Si6fRAPM,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
314,Workout Music ,Anyone (Workout Mix),2Ihx7sR79SWqMmZBrAA3tT,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
315,Kelsea Ballerini,HEARTFIRST,1S55d7hhptRt8PS6nC1fSY,74,3RqBeV12Tt7A8xH3zBDDUF,69,"['contemporary country', 'country', 'pop']",925050
316,Workout Music ,Watermelon Sugar (Workout Mix),2KlDOdn2feWDRhJ7HCsdIt,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
317,Lil Baby,U-Digg (feat. 42 Dugg & Veeze),0b7UwotRCrS7qBoLDjfvSY,76,5f7VJjfbwm532GiveGC0ZK,87,"['atl hip hop', 'atl trap', 'rap', 'trap']",11002396
318,Workout Music ,Come & Go (Workout Mix),3J8MjvnPtOb3CcPDDc4UDj,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
319,Brent Faiyaz,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),6N9U1wkWniSXD4TKD4ln0h,72,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
320,Workout Music ,Beautiful Mistakes (Workout Mix),4zDVc78LCBzFPMHC4oxWrE,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
321,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,82,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393
322,Workout Music ,Savage Love (Workout Mix),3uT0sOI2w704G61aptw6bx,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
323,Roddy Ricch,Real Talk,32ny2YtiR7zKi7PBjiQ5Iy,77,757aE44tKEUQEqRuT6GnEB,80,"['melodic rap', 'rap', 'trap']",8161263
324,Workout Music ,Levitating (Workout Mix),2GZmjrWCcmUVFnbcpRoBQ3,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
325,Kendrick Lamar,Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG,78,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
326,Workout Music ,Bang! (Workout Mix),0gTcU8Rq7vXWnKWSIllwZa,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
327,NAYEON,POP!,3lOMJTQTd6J34faYwASc33,85,1VwDG9aBflQupaFNjUru9A,71,[],354349
328,Workout Music ,Banana (Workout Mix),0SgnFx6qXIUgQ42pEm6vCG,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
329,Taylor Swift,This Love (Taylor’s Version),4d1CG5ei1E2vGbvmgf5KKv,81,06HL4z0CvFAxyc27GXpf02,93,['pop'],55742201
330,Workout Music ,Secrets (Workout Mix),4H4wPbZJ1P82e9uvfeS7FW,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
331,Brent Faiyaz,BAD LUCK,5YbHnEYZFkOxLsp5syLMLy,72,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
332,Workout Music ,Love Again (Workout Mix),60HtGh2bkcnInZpVjhIlz0,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
333,Kai Cenat,Bustdown Rollie Avalanche,5EoYSiXiv2QKCjnJct6wEA,76,5pOnZ90CPqPp4FjW9AOVHU,57,[],24070
334,John Summit,Human (feat. Echoes),1AatidzO222c3WmKYKofRk,10,7kNqXtgeIwFtelmRjWv205,65,"['edm', 'electro house', 'house', 'pop dance']",75836
335,Yahritza Y Su Esencia,Soy El Unico,6HJIZUOiZDE814XMhRGSZN,79,51ZSh80McCt7vbqHouzW0A,64,[],197219
336,Workout Music ,Holy (Workout Mix),1kZJaFlA6zKibLOnIuKDmA,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
337,Brent Faiyaz,VILLAIN'S THEME,4lfAwGFU3Zo2ZruXzRG8tw,72,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
338,Workout Music ,good 4 u (Workout Mix),04pwXqJ3VjS5n7cZcpUMis,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
339,Junior H,Los Botones Azules,3ZGkdrigbWXLgHungXfZkt,84,7Gi6gjaWy3DxyilpF1a8Is,78,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",3179201
340,Workout Music ,Dynamite (Workout Mix),4ulhzKxaNaF78cA9pYlToE,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
341,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI,89,0qTZZWLzuD59Un5r1speHm,72,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",1902962
342,Workout Music ,Dance Monkey (Workout Mix),74M12fRFBuCfh9YgFjrPBl,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
343,The Weeknd,Dawn FM - OPN Remix,0ymDgXNt5qdPZmeSpAf3P0,66,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393
344,Workout Music ,Kiss Me More (Workout Mix),611IkuKCOwyORg9MzdZXYB,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
345,Luke Combs,The Kind of Love We Make,48UKTR66uUOT9LaUvooTNx,75,718COspgdWOnwOFpJHRZHS,81,"['contemporary country', 'country']",6879341
346,Ed Sheeran,Shivers (Dillon Francis Remix) [Main Mix],1qecpOPV8iLq6W1dI5GBcZ,7,6eUKZXaKkcviH0Ku9w2n3V,90,"['pop', 'uk pop']",100034551
347,YoungBoy Never Broke Again,Vette Motors,02Cj2MSlERvamTj5A7Zi0P,74,7wlFDEWiM5OoIAt8RSli8b,82,"['baton rouge rap', 'trap']",9200075
348,Robin Schulz,Young Right Now,4IPKCyPnd83RyvBOna7kM6,19,3t5xRXzsuZmMDkQzgOX35S,77,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",2950016
349,Brent Faiyaz,DEAD MAN WALKING,2c2tlXfEmLgUNvxngIi1qL,72,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
350,Workout Music ,ily (i love you baby) [Workout Mix],4hELqNgMSBQ61MhsA4wn78,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
351,Post Malone,Wasting Angels (with The Kid LAROI),2OcSE0EXzgUuqkM1NIJPHJ,78,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
352,Workout Music ,Bad Guy (Workout Mix),61ap7rnc6V8MBulwjw6BUn,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
353,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G,87,53XhwfbYqKCa1cC15pYq2q,87,"['modern rock', 'rock']",41318405
354,Workout Music ,Mood (Workout Mix),4AhgBxVl6wePP44UBIQQnk,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976
355,Kendrick Lamar,Count Me Out,6BU1RZexmvJcBjgagVVt3M,78,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
356,Chinese Yang Qin Relaxation Man,Big Happiness,2vMZ5VAVNOE2v5dFP6ce1G,5,7knTE3Fhq2fX676LpsEK7h,20,[],1000
357,Victor Cibrian,En El Radio Un Cochinero,2NWaWZZLFMcr5P4uI2KvWy,84,1iXdpCz3AeLEAvzqeNodt8,68,"['corrido', 'corridos tumbados', 'nueva musica mexicana']",44323
358,Zahrah S Khan,"Kusu Kusu (From ""Satyameva Jayate 2"")",7gw7wPsxGxAlDOa8pw9fMO,12,7C5xVXoqim1TICnCMZ9A6P,61,[],7112
359,Juice WRLD,Sometimes,3i6sCTU7ENlnHpHvrHUitW,76,4MCBfE4596Uoi2O4DtmEMz,88,"['chicago rap', 'melodic rap']",24854435
360,Chinese Yang Qin Relaxation Man,Ancient Chinese Wisdom,1yyboTBkMZfao0P2ytqgO2,5,7knTE3Fhq2fX676LpsEK7h,20,[],1000
361,Khalid,Skyline,1QxIFMs4M8qd5cbJJu80v4,79,6LuN9FCkKOj5PcnpouEgny,84,"['pop', 'pop r&b']",15405091
362,Chinese Yang Qin Relaxation Man,Wishing,0qMsZQSY7n3ov9MZNEsSDe,5,7knTE3Fhq2fX676LpsEK7h,20,[],1000
363,Fivio Foreign,Paris to Tokyo,5QvW5lK6mkfTegpAK9JOO7,78,14CHVeJGrR5xgUGQFV5BVM,75,"['brooklyn drill', 'hip hop', 'new york drill', 'rap', 'trap']",985042
364,Chinese Yang Qin Relaxation Man,Spring Festival 2021,1Gua26Ngcd0NVfOn3LLb41,5,7knTE3Fhq2fX676LpsEK7h,20,[],1000
365,Duke & Jones,Jiggle Jiggle,1I4lCSP69P74nU3a6Su5L2,83,3jNm5wvIx1eR5NDdXhMkNV,65,['uk dance'],42637
366,Crazy John,Bull in a China Shop,2hTnq1DpU4f8wNR4CuUkDo,1,5xEnGOkxmZLVTi65DtkD96,9,[],6
367,Giveon,Lost Me,6TSO4hwz9WGrEUY7ABGVim,79,4fxd5Ee7UefO4CUXgwJ7IP,80,"['pop', 'r&b']",2300648
368,14Kworldd,Year 2022,6Bgu57VdblgnBL1mfipOeb,0,5XfrhyfiVueMP04WcY4prb,0,[],0
369,Nessa Barrett,die first,21szgNA72iLwvBxHQLgwBh,81,7pwufEBGfggjoI8twqlsmQ,68,"['alt z', 'electropop', 'pop', 'social media pop']",777025
370,Dezraud,2022 Year,4SQnKUsUz8pNWLuc6r6eJw,0,7jR5qOlH6OnM1VIVXZpNIF,1,[],10
371,La Adictiva Banda San José de Mesillas,JGL,5kpxVMDvYGRmNqawPqDTYR,84,49EE6lVLgU8sp7dFgPshgM,72,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",4152869
372,Staylon,New Year 2022,3MyVTR0UPNcxoVU8tzUwPL,0,4aJ0ABGwksppj2YWouVQs7,1,[],42
373,Dove Cameron,Breakfast,6GUiIbJ834FcHewby3PwV0,79,2W8yFh0Ga6Yf3jiayVxwkE,73,"['pop', 'post-teen pop']",3587917
374,The Gentle Rudra,2022 Change Year,0AAL7WTV00TyUNEvJ8KnDW,0,1KPTNCBXbMLWiYpMIwqeMb,0,[],0
375,Mother Mother,Hayloft II,0kYMwaQWABTkFff8AZjmYI,81,0e86yPdC41PGRkLp2Q1Bph,73,"['indie pop', 'vancouver indie']",2928807
376,Dj Drew,new year 2022,5GUoP494K5evBGsuPovuOt,0,7iEefklTdqTdJuCaS5qQU5,0,[],1
377,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),1dp8aQANyTRKssDeAYPiZe,76,0ONHkAv9pCAFxb0zJwDNTy,73,"['gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",2518886
378,UNDERRATED AJ,MY YEAR(2022),5eZJJtiRRbQRM3lwb4mgIX,0,42nmzz7fXtzhz4MK3soiho,0,[],5
379,Brent Faiyaz,ANGEL,4mgSk2zxeT03FLtSlnzxwt,70,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
380,Rays Aero,2022 New Year,23nzl9acUaj1ukKvThojnG,0,4RZj07ijIkhm5Ehe1RkKlZ,0,[],3
381,Corey Kent,Wild as Her,4RG7P0CXQ4pe0OeCAHjX5L,73,3sUpZrkehiGBaMzs2h9Mmc,59,['contemporary country'],23572
382,Rinku Meena Nangal,New Year 2022,5LSO7QvpObO2XN0ZANZKdl,0,11LKbIopxnajjAFMBRJ3GV,0,[],12
383,Post Malone,Insane,2meHtZ7N97pJfvTL4hYtfv,77,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
384,Alice Dude,2022 New Year,2VmjxrV3VTX3RqRI1d1OUo,0,1ZVpi9z45Rp8BpPhjOyYOb,0,[],0
385,Conan Gray,Disaster,3SWGtKHaCFEUqfm9ydUFVw,78,4Uc8Dsxct0oMqx0P6i60ea,81,"['bedroom pop', 'pop']",6048244
386,ONE ABE,New Year 2022,6lsdvTKIwk4o14seDDL6CH,0,6habhgI9UZjEMRVE76lQRW,0,[],19
387,Post Malone,Lemon Tree,1NvpO1o8SpkdH3txtJQQc7,77,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
388,Jafta M.A.R,The Year 2022,1dEAwbF4o7BRcWeESNRUeC,0,1oXOrFp0izjESlbEzg8nGH,0,[],1
389,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,81,4Uc8Dsxct0oMqx0P6i60ea,81,"['bedroom pop', 'pop']",6048244
390,EgorGreg,NEW YEAR 2022,2VAQWz6SSt1PiaH0ijECJz,0,6d2R1GmsPeo7cesZJgJRTS,0,[],3
391,Zach Bryan,Heavy Eyes,2gJj6WtAxXjApMs3PXsCeX,73,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953
392,Papo flow,New Year 2022,2J17jThqao1YSd5d2saEC2,0,4iRixS6hwKtU61T1z7QIjn,0,[],17
393,lil Shordie Scott,Rocking A Cardigan in Atlanta,0N0h5lXc4HOiLgGb9EZi8m,77,1r29dFdSenwksTQdkH7r6I,59,[],26957
394,BodySheikh,New Year 2022,0H9qqi1F4zEf1rBihJYAq7,0,6YVYCQIHZr2ZxIKibz8zHC,0,[],3
395,Southside,Hold That Heat (feat. Travis Scott),6OrTKLtcF7EBayOV2QqkSK,76,23DYJsw4uSCguIqiTIDtcN,59,['atl hip hop'],60105
396,sexxxtazy,New Year 2022,0eb8yrNuuFKxELCdkaos0b,0,3NScHks5UrfrxxxsClqO8H,0,[],5
397,Drake,Massive,0oiv4E896TUTTeQU0cmIui,82,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
398,Winter Jazz Cafe Lounge,new year 2022,4J6Soyhph3YwSwC2W1IyZ3,0,5cI1tFGFScvLwdOjRABr3D,0,[],3
399,Los Gemelos De Sinaloa,No Le Aflojo,7ifMxHITc3NIipJO4R5NGb,79,1Zkxm1dM3HI3QkTmxUEVQA,69,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",150292
400,Magnivious,New Year(2022),6c1LHJ5N6cxHtRf5JmWmg0,0,2zTv16mWvhz2dDSjbM1x0P,0,[],1
401,Latto,Big Energy,4pi1G1x8tl9VfdD9bL3maT,78,3MdXrJWsbVzdn6fe5JYkSQ,73,"['pop', 'trap queen']",835997
402,Новогодняя музыка и Новогодние песни,New Year 2022,5UkxnMPTEhWjiFqGKW5Pwc,0,1IEo4au87V6hwZC428zr5J,0,[],51
403,Brent Faiyaz,SKIT: EGOMANIAC,5XxmqfsLLFQrpjygaQDeB5,69,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
404,MAXSIM,New Year 2022,6psZjptH7wLjpkKrUuO8D3,0,2MyaCRlEn3mbNX2zdzi3L9,0,[],10
405,IVE,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,85,6RHTUrRF63xao58xh9FXYJ,70,['k-pop girl group'],834454
406,santana6god,My Year 2022,11zbEbqr9VcR1Vay8wSZLZ,0,61YsP1LFUgFic6ESQ3HpsX,0,[],4
407,PGF Nuk,Waddup (feat. Polo G),5teSgJfTCFK0ngDASJb99U,73,0PUh7TSiwhSf0xL0b6SLXH,58,[],41854
408,новогодняя музыка,new year 2022,5YSruNRsIZIseVGBmKcvlD,0,3o5usarp721oCSc6lhvtqq,0,[],215
409,Hitkidd,F.N.F. (Let's Go),1vrFJDrysqmsNAgyjBzx4f,73,5pR1zWq3UPsOpW1pTWayLf,54,['memphis hip hop'],3466
410,EL Medyko,New Year 2022,35gEdDLav54uxoTOwHCq6t,0,0m6AodYWZ7k51InG6xu6XO,0,[],3
411,Steve Lacy,Mercury,3ixe45hov7EBKXm8tYBmvX,74,57vWImR43h4CaDao012Ofp,79,['afrofuturism'],1529669
412,Blu Music,New year 2022,7pwWIKxx6kcTJfaCR4ksjC,0,05S5HsB6zae2iBxOiFOlYN,3,[],45
413,Juice WRLD,Already Dead,1hB3M3POeKMLxcEFEvPeqU,76,4MCBfE4596Uoi2O4DtmEMz,88,"['chicago rap', 'melodic rap']",24854435
414,Ifthikar ismail,New year 2022,1YTAkFzXvaGfBcSRztegPj,0,04VrwAjMQP5ZKtp41UGtu9,0,[],1
415,Kendrick Lamar,Savior,3drdWsJKiVCSQ2gKhd9BDT,76,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897
416,Oasis of Fit,2022 New Year,5tavNnbEGhIG9QtKKKk6uV,0,5MdGl0fkJ7Er5sSkIwlZIN,0,[],0
417,Drake,Liability,2vy9Ry1TNjCD85TiCbTz0r,77,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
418,Ujwal Star,Happy New Year 2022,35g1Gu7v5Do3BsaF371Qwg,0,5bphXE2U0sNpzMBVEimaeW,0,[],0
419,Los Gemelos De Sinaloa,Andamos Mejor,3K56RPWS4q200IwHiIZcUD,78,1Zkxm1dM3HI3QkTmxUEVQA,69,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",150292
420,DJ aL Sasaja,New Years Style 2022,03xVNiztPmpWWQTrgDzjHR,0,42V9TaOGsl8JFWPd6ToVcq,0,[],1
421,Drake,Overdrive,7hRlTK3mgFTBEjX7DjqBsI,78,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252
422,Emility,Happy New Year 2022,1RLj2ye9XSfxxgGfccVIHt,0,0APCpnXV3kccUHesvFynJN,0,[],32
423,Jimmie Allen,down home,6iai8D40xiwuktWrxcInt1,73,147nKr9upHZSSxqCzh9j7c,64,"['black americana', 'contemporary country']",186008
424,Abraham Sote,Happy New year 2022,6N2UWsEpjZen0YNoy2DSGH,0,2X5B4A8cLdHfyrkbJSUhAa,0,[],1
425,Taylor Swift,cardigan,3TURvFvqGFeCo0OUAOFTUo,0,06HL4z0CvFAxyc27GXpf02,93,['pop'],55742201
426,Atul Singh Anmol,Happy New Year 2022,5Ai3N1WrNnJx3cTNINLP0D,0,62ZMHiLkKycy2RmjcD3ctd,0,[],2
427,Taylor Swift,Lover,0sMoxgWVyBIY6Cotdl2pie,0,06HL4z0CvFAxyc27GXpf02,93,['pop'],55742201
428,Pintu Bhanoli,HAPPY NEW YEAR (2022),5O1nPIPKVG4PrfumePU86i,0,2fFlV2w62jODSZsMx8tLa8,0,[],3
429,El Alfa,Gogo Dance,6riuMNiPqRmE4LPJZGzIuv,80,2oQX8QiMXOyuqbcZEFsZfm,76,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",2299916
430,Hero Alom,Happy New Year 2022,1WzYhESGQOrYBKrAj6GVmT,0,6eqnGrFHMfeMfpP7waxZBX,5,[],780
431,Måneskin,SUPERMODEL,63WuQOXohQIxOxIFA2K7bR,87,0lAWpj5szCSwM4rUMHYmrr,78,"['indie rock italiano', 'italian pop']",6223631
432,R1Fmabes,New Year Cypher 2022,3Dqzp1wKSrw3r0uGq3Kw9f,0,6tUG5wMCi94fWmcxawsFld,4,[],383
433,Dustin Lynch,Party Mode,7ivOkXLuP1182ZtzA54Vbw,72,1dID9zgn0OV0Y8ud7Mh2tS,67,"['contemporary country', 'country', 'country road', 'modern country rock']",1844769
434,JMY,In the Year 2022,6iS4xloHDF6ek6JCIv8JT0,0,2oP8C2ewf32fDnmusSkUrJ,0,[],134
435,Brent Faiyaz,SKIT: OBLIVION,4jVVDplelsJ5ALtslwVIGY,68,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
436,Blu Music,New year 2022 beat,3VtDWQeEAnahPezPy9Kh5d,0,05S5HsB6zae2iBxOiFOlYN,3,[],45
437,Imagine Dragons,Sharks,0TyUOnU4H4GLqOcrH0auc8,82,53XhwfbYqKCa1cC15pYq2q,87,"['modern rock', 'rock']",41318405
438,Uttam Kumar Mondal,Happy New Year 2022,6QY5oOHduTJ0f4dSrMYYNO,1,2jPMmoT93RpHfPCJ8dLMii,4,[],84
439,Future,712PM,1YWE7cMqo4iVNdPTpH4Khj,74,1RyvyyTE3xzB2ZywiAwp0i,87,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",11862509
440,DREAM DOG TWO,New Years Eve 2022,5BInc1KwcRJeDZILFPOY6x,0,6Fw3FvfDSHHEahfqNOaT4E,0,[],10
441,Eslabon Armado,HASTA LA MUERTE,3qAJAUr7yc9bPDx4ESt6ND,74,0XeEobZplHxzM9QzFQWLiR,77,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sierreno']",2396589
442,Manish Lotan,Happy New Year 2022,1SZbxkcd55aNe8VADLtaL1,0,4KDyPKSimHLss8Hv2kKy0b,2,[],41
443,Kodak Black,Super Gremlin,1Y5Jvi3eLi4Chwqch9GMem,73,46SHBwWsqBkxI7EeeBEQG7,80,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",8327145
444,Shaithan khatana,Happy new year 2022,4P5kp6oZLXD9WKDepOTkfw,0,4aCm8gsg1zBvLgqfv5DFL2,0,[],0
445,Brent Faiyaz,SKIT: WAKE UP CALL,4ySnAthMdhRetSug0JEO64,68,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
446,Mayrobeatz,Happy New Year 2022,6ncNp9KDM852f2zr5ImDb9,0,0lvbI8O4sBT6LYm6bRhTke,0,[],7
447,Brent Faiyaz,LOOSE CHANGE,41vOAwrIfiE35QytBrHHBm,67,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
448,George Duszak,Party Summer Year 2022,2Wu1C4tELeIYt8OgJEX7Ku,0,78cQ5QjCoMUl65CGQfhvV0,0,[],8
449,Post Malone,I Cannot Be (A Sadder Song) (with Gunna),4IxeKzzxUSEgivgtbSbyIK,76,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
450,mousseur,Happy New (2022) Year,1swow7Ttp74rNaPtZfRxe6,0,5XSFr7FvwMs1ZQ0t2Ndded,0,[],12
451,Russ,HANDSOMER (Remix) (Feat. Ktlyn),0vp1sk3FzuDBeLMLcRhQdL,73,1z7b1Pr1rSlvWRzsW3HOrS,76,"['hawaiian hip hop', 'rap']",4468593
452,K6ixx,Happy new years 2022,01tEbE08Hjx96hAfIg8TCQ,0,2J2P2lOiFdHIKVjV9WuBav,1,[],22
453,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,74,46SHBwWsqBkxI7EeeBEQG7,80,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",8327145
454,Chinese Yang Qin Relaxation Man,Chinese New Year 2022,2ttitnVnTlfh3xYDuFUK8Z,0,7knTE3Fhq2fX676LpsEK7h,20,[],1000
455,BoyWithUke,IDGAF (with blackbear),6Jrdb6CFOJEGaHjaa6c4WR,78,1Cd373x8qzC7SNUg5IToqp,76,[],1752474
456,Egghead.,Rookie Year - Remastered 2022,0qGEBxN2Lymfwtxw2nUwGK,3,4W8AwXKjCjAvOmaseJElvd,3,[],6
457,Brent Faiyaz,ALL MINE,2RhMiIkZA43AIBCPjBGLPJ,67,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329
458,Tiny Frank,2022 a New Year,648OP442D4VLDyrvaXYuNp,0,2mY3KvNxfuHgX33PHzeDTJ,0,[],27
459,Taylor Swift,Carolina - From The Motion Picture “Where The Crawdads Sing”,4axSuOg3BqsowKjRpj59RU,78,06HL4z0CvFAxyc27GXpf02,93,['pop'],55742201
460,Nemar Bhati,Happy New Year 2022,3VjFMQklkiDeuAsO9xZBU7,0,6nTWB9NQ25dU180zCuzDie,0,[],5
461,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,82,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393
462,HipHopCredit,2022 Year of Investors,3Eleyo3GvnnKQ8n754lcKY,0,1RZpFRnvs3VPUYpuhMWn6P,0,[],0
463,Monaleo,We Not Humping - Remix,4ue41gFbAjoU0P1EberJWm,73,2sflbTtCirog5VxD6jPAfb,57,['viral rap'],55070
464,Pintu Meena Pagal,Happy New year 2022,1pAOTKQFUQIjBR60feKtjA,0,5zqmwb8x6PFANBVcV1qQoH,4,[],42
465,Lil Durk,Broadway Girls (feat. Morgan Wallen),7qTaDOcld0VmBWXnkbUj45,72,3hcs9uc56yIGFCSy9leWe7,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",4300178
466,Deejay Sandy,2022 New Year Countdown,1upK67kXLAIhZkoDyjDlz1,0,4ysnbTe3ByMgGm4n4XyLQZ,0,[],5
467,Jason Aldean,Trouble With A Heartbreak,3HO30hRbkOLU6ZWERayfQO,72,3FfvYsEGaIb52QPXhg4DcH,74,"['contemporary country', 'country', 'country road']",5413670
468,Alessandro Pintucci,2022 Happy New Year,2kscVFXigP695dCNBOtaOw,0,60WC4kouHL2IsPhxVSBCOl,7,[],117
469,quinnie,touch tank,7DrzZN5jaDyE0a0tVuVWnj,75,4aEuFytRb43SAgjchJDk5e,56,['bedroom pop'],58812
470,Asheem Mangoli,Happy New Year 2022,5QD5ENdP1kBrUBuxc3WWwV,0,3R5BbPRfNkyOQUNOH1J70Y,3,[],11
471,Luke Combs,Outrunnin' Your Memory,79gv58G6usuURwl6TlmBTu,74,718COspgdWOnwOFpJHRZHS,81,"['contemporary country', 'country']",6879341
472,David Parker,I'm Yearnin' - Remastered 2022,5N935HoQtt7n1xm2tKQgC7,0,6igJgeRNbTz1LE757vS1n8,0,[],0
473,Post Malone,One Right Now (with The Weeknd),1nltpRhEiXikwDlVn4UADk,78,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583
