,Unnamed: 0,artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,album_image,preview_url
571,571,Golu Pathak,Dil Se Happy New Year 2022,2MRjB98tAtAfuZ9Wx5LqxT,0,3vYF7ERVMv28YoYjMIX1W3,0,[],1,0.608,0.988,1.526,0.0745,0.253,0.0,0.238,0.909,132.107,2MRjB98tAtAfuZ9Wx5LqxT,267308,4,https://i.scdn.co/image/ab67616d0000b2731030061d7338c5ee080613d0,https://p.scdn.co/mp3-preview/4fae4db8a03b35616bb5c0ac1afe8932934bf313?cid=2763bb5284cd4f7cbb19087c145dca6f
572,572,BRELAND,Praise The Lord (feat. Thomas Rhett),4ELynSlkV4OHcBCFenFJ7U,71,0C86lmpnwiyLDUiyo4d0P1,64,"['black americana', 'contemporary country']",59382,0.826,0.603,-7.659,0.0737,0.0474,0.0,0.0831,0.681,107.494,4ELynSlkV4OHcBCFenFJ7U,160290,4,https://i.scdn.co/image/ab67616d0000b27335c550f23275e63b13c73998,https://p.scdn.co/mp3-preview/23d9d9dfe68a5e83f4b3fda36bdfc3872d758ade?cid=2763bb5284cd4f7cbb19087c145dca6f
573,573,Rea Moon ASMR,"Bright New Year 2022, Pt. D",0WKyKco1At6h4qPOetlnpt,0,5FURLh9ylNZdy7Tc9xkOcl,4,['asmr'],54,0.552,0.754,-18.811,0.12,0.199,0.0,0.396,0.0342,81.623,0WKyKco1At6h4qPOetlnpt,196885,4,https://i.scdn.co/image/ab67616d0000b2735bda67c648a89601f6ae9725,https://p.scdn.co/mp3-preview/e4ffd1c8e43958a0d62d346a7457789f2d755321?cid=2763bb5284cd4f7cbb19087c145dca6f
574,574,Kendrick Lamar,Purple Hearts,1REVvAphiSTJyKQ1fDpHa4,75,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897,0.567,0.824,-6.973,0.296,0.167,2.65e-06,0.149,0.737,138.202,1REVvAphiSTJyKQ1fDpHa4,329295,4,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,
575,575,Seva Rani Singh,Happy New Year 2022 - Bhojpuri Song,3VkSat0rMSf9T7fdpviQ0j,0,1bpnuV2QpfE9Wr4rSx9USX,0,[],1,0.52,0.94,-2.396,0.0992,0.355,3.18e-06,0.668,0.375,144.941,3VkSat0rMSf9T7fdpviQ0j,255025,4,https://i.scdn.co/image/ab67616d0000b273bdcf3a78deafb3c7722ee58b,https://p.scdn.co/mp3-preview/d1531b3a055f4a5ebb21731d632ae3b7dc39d605?cid=2763bb5284cd4f7cbb19087c145dca6f
576,576,Jax Jones,Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,87,4Q6nIcaBED8qUel8bBx6Cr,76,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']",1043789,0.763,0.782,-4.541,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,177689,4,https://i.scdn.co/image/ab67616d0000b273490a887b85a95378ea66b41d,
577,577,Krishna Thakur,Happy New Year 2022 - Bhojpuri Song,3vSmfuyc7pkJeWvI3tR0NU,0,4FyEFz5YmrLMwZilNrmzZ2,0,[],1,0.543,0.996,-1.893,0.184,0.45,0.0,0.549,0.731,75.372,3vSmfuyc7pkJeWvI3tR0NU,214753,4,https://i.scdn.co/image/ab67616d0000b27349e9b6a9bec300b0054f21ed,https://p.scdn.co/mp3-preview/f3fff3cf9e8642f93658792d91130d7c88226440?cid=2763bb5284cd4f7cbb19087c145dca6f
578,578,Gucci Mane,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM,73,13y7CgLHjMVRMDqxdx0Xdo,77,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4408767,0.688,0.842,-4.211,0.264,0.0499,0.0,0.241,0.416,159.897,0P2P1AxcRYhiZvoF5MyRmM,185856,4,https://i.scdn.co/image/ab67616d0000b27306437fbd931a71d645ed2b8e,https://p.scdn.co/mp3-preview/0379f3595bf0a7cfd9cf264cfc775487a0ee7314?cid=2763bb5284cd4f7cbb19087c145dca6f
579,579,Randal Reid,2022 a Year of Devine Favor,301PQgvvk0iEJSWo0wgHeG,0,4nlb8UsRBRhrLQ9b4KVHjZ,0,[],7,0.888,0.501,-9.722,0.152,0.0485,0.957,0.0712,0.702,89.016,301PQgvvk0iEJSWo0wgHeG,258413,4,https://i.scdn.co/image/ab67616d0000b273a90463d25b1254ffa2959dc7,https://p.scdn.co/mp3-preview/0328acef0485a9774ff08227a964614a67568632?cid=2763bb5284cd4f7cbb19087c145dca6f
580,580,JVKE,this is what heartbreak feels like,33aLws184a7SVqraKuDqI3,75,164Uj4eKjl6zTBKfJLFKKK,70,['modern indie pop'],310713,0.707,0.478,-4.602,0.0671,0.581,0.0,0.112,0.571,109.986,33aLws184a7SVqraKuDqI3,157636,4,https://i.scdn.co/image/ab67616d0000b2730793b9b375674f8b66fab3fe,https://p.scdn.co/mp3-preview/b6ce1fd8a9c5ae11940b7474c9972a3417e308f1?cid=2763bb5284cd4f7cbb19087c145dca6f
581,581,Fisk,Party Mix (In the Year 2022),25TMeThxihPdNBq8sDPwwM,0,7mWdU1V4UeTZqCAcyWyq1O,0,[],65,0.742,0.775,-9.374,0.0864,0.128,0.000505,0.95,0.594,152.033,25TMeThxihPdNBq8sDPwwM,187693,4,https://i.scdn.co/image/ab67616d0000b2732f635c8233e0f0846939dd70,https://p.scdn.co/mp3-preview/4887ce0ba88505e95a0ec72171825293a8de7c8d?cid=2763bb5284cd4f7cbb19087c145dca6f
582,582,Brent Faiyaz,DEAD MAN WALKING,0QhXOyqE6azualep49YUIU,64,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.501,0.263,-13.784,0.0504,0.289,0.0,0.0968,0.444,143.989,0QhXOyqE6azualep49YUIU,247080,4,https://i.scdn.co/image/ab67616d0000b27339b7504d5a6b6872cf6316d7,https://p.scdn.co/mp3-preview/a8d0fb34d06e5b3994bca0e65c69546ecf08d113?cid=2763bb5284cd4f7cbb19087c145dca6f
583,583,Rea Moon ASMR,"Bright New Year 2022, Pt. G",7KPyBhuICnEBUDBo2Wqj6y,0,5FURLh9ylNZdy7Tc9xkOcl,4,['asmr'],54,0.614,0.798,-20.043,0.269,0.299,0.0,0.909,0.0347,65.682,7KPyBhuICnEBUDBo2Wqj6y,379298,3,https://i.scdn.co/image/ab67616d0000b2735bda67c648a89601f6ae9725,https://p.scdn.co/mp3-preview/063a823f0e82d346dd3f8d0ac70c4ec451ffc1ad?cid=2763bb5284cd4f7cbb19087c145dca6f
584,584,Brent Faiyaz,BAD LUCK,13dkymzNGVP2gOxQGR9kJW,64,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.592,0.485,-8.762,0.101,0.372,0.0,0.165,0.269,91.15,13dkymzNGVP2gOxQGR9kJW,162010,4,https://i.scdn.co/image/ab67616d0000b27339b7504d5a6b6872cf6316d7,https://p.scdn.co/mp3-preview/2a2235735e235dd7b5dce58dd8ee986b7bd5b76e?cid=2763bb5284cd4f7cbb19087c145dca6f
585,585,Massimiliano Gusmaroli,Moonlight sonata-year 2022 (Sonata al chiaro di luna-anno 2022),2My8R4LiV526T7m8DKGYvr,0,4887GcdtRXsJaREsNSYOlj,0,[],2,0.128,0.204,-21.786,0.032,0.846,0.936,0.106,0.0344,82.87,2My8R4LiV526T7m8DKGYvr,392858,3,https://i.scdn.co/image/ab67616d0000b2733ad5358cb290a005c647bfb5,https://p.scdn.co/mp3-preview/d5d95a5942ee5ce5d2a1afc6e334e79d5f46c369?cid=2763bb5284cd4f7cbb19087c145dca6f
586,586,Juice WRLD,Burn,1X8E4vVoOM3BpSQlEDSjjM,74,4MCBfE4596Uoi2O4DtmEMz,88,"['chicago rap', 'melodic rap']",24854435,0.354,0.475,-9.333,0.0425,0.149,0.034,0.21,0.0393,114.975,1X8E4vVoOM3BpSQlEDSjjM,217222,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,
587,587,Dark Fog,Another Depressing Year (2022 Remastered Version),0r5Ccz2QCeNqOji9tQSEzi,0,63A5A3wweMOUxYc1UsqVu0,0,[],6,0.238,0.333,-22.701,0.0334,0.989,0.937,0.115,0.171,79.966,0r5Ccz2QCeNqOji9tQSEzi,201000,3,https://i.scdn.co/image/ab67616d0000b273c43181a80f617f84de7c34ee,https://p.scdn.co/mp3-preview/14bc69075191dfc1f10ea025637c03dc1729f267?cid=2763bb5284cd4f7cbb19087c145dca6f
588,588,Eslabon Armado,SI SUPIERAS,7KDYKPhxFFRDBSbgcfLxUT,75,0XeEobZplHxzM9QzFQWLiR,77,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sierreno']",2396589,0.642,0.768,-3.674,0.0248,0.208,0.0,0.225,0.546,97.485,7KDYKPhxFFRDBSbgcfLxUT,227815,3,https://i.scdn.co/image/ab67616d0000b2735ba60b8e0ba5ed0d8b275ca2,https://p.scdn.co/mp3-preview/7cd31ea672ea6906159379d30fadd0e9a8b0b45c?cid=2763bb5284cd4f7cbb19087c145dca6f
589,589,NPVLOG REBORN,Drxgs Party New Year 2022 - Remix,4Vls2d3fcFF2ObqgE7ivHR,0,1z0vP3GaDDpiLl7zU8SNwz,5,[],25,0.719,0.914,-5.047,0.0515,0.00198,0.292,0.355,0.688,149.981,4Vls2d3fcFF2ObqgE7ivHR,509632,4,https://i.scdn.co/image/ab67616d0000b273f18c24dddf780e67c4eb353e,https://p.scdn.co/mp3-preview/f8f35228ef563fb425a009320a08d7623f71e1d2?cid=2763bb5284cd4f7cbb19087c145dca6f
590,590,Brent Faiyaz,HEAL YOUR HEART (INTERLUDE),0LjnA0aB2oA3BY73lftVtA,64,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.375,0.326,-10.113,0.0415,0.68,0.00113,0.11,0.196,127.188,0LjnA0aB2oA3BY73lftVtA,75043,5,https://i.scdn.co/image/ab67616d0000b27339b7504d5a6b6872cf6316d7,https://p.scdn.co/mp3-preview/820cda819ba7812b7e8df63d15c238b941a83b37?cid=2763bb5284cd4f7cbb19087c145dca6f
591,591,Mhic,"New Year - Fingers Crossed, 2022 Remix",70aY52otnnwiONSJbjCHnC,1,0Cojv2cx2jgM2AxkHPAJru,2,[],188,0.758,0.557,-8.469,0.0874,0.788,0.11,0.111,0.508,94.971,70aY52otnnwiONSJbjCHnC,237474,4,https://i.scdn.co/image/ab67616d0000b273e0838a8571c7b2e51449cce6,https://p.scdn.co/mp3-preview/cff309a4cb4fb9bed6d524b4191381381e35d8b7?cid=2763bb5284cd4f7cbb19087c145dca6f
592,592,Alejo,Pantysito,4srcMdbm2qzVG98tJajHxp,86,50sIhX3HytFEwQXZJLUZQE,69,"['reggaeton', 'trap latino']",21527,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4srcMdbm2qzVG98tJajHxp,240413,4,https://i.scdn.co/image/ab67616d0000b27303a184c19d99418042ddf68a,
593,593,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
594,593,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
595,593,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
596,593,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
597,594,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
598,594,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
599,594,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
600,594,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
601,595,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
602,595,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
603,595,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
604,595,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
605,596,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
606,596,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
607,596,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
608,596,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0qaTPlfivlCzMkY1luTfQX,0,[],7,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4,https://i.scdn.co/image/ab67616d0000b273a967435fa04f30256b7a8dbc,https://p.scdn.co/mp3-preview/afb8c0fb7617433059c5b79331f9ab4608aa6977?cid=2763bb5284cd4f7cbb19087c145dca6f
609,597,Eminem,From The D 2 The LBC (with Snoop Dogg),7My9ca9QEIR8MvIOdIrTWA,79,7dGJo4pcD2V6oG8kP0tJRR,89,"['detroit hip hop', 'hip hop', 'rap']",57534988,0.73,0.785,-7.986,0.243,0.105,0.0,0.0445,0.596,82.037,7My9ca9QEIR8MvIOdIrTWA,215120,4,https://i.scdn.co/image/ab67616d0000b2730b1ee9a3fa131e4f59998657,
610,598,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
611,598,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
612,598,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
613,598,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
614,599,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
615,599,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
616,599,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
617,599,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
618,600,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
619,600,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
620,600,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
621,600,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
622,601,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
623,601,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
624,601,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0APCpnXV3kccUHesvFynJN,0,[],32,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3,https://i.scdn.co/image/ab67616d0000b273dce2d1db69c9a334431dfdd1,https://p.scdn.co/mp3-preview/12c4c5136f90f8275dab527472a5bbae22cdabec?cid=2763bb5284cd4f7cbb19087c145dca6f
