,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
403,0.873,0.458,-14.176,0.105,0.0548,0.71,0.085,0.381,110.017,6psZjptH7wLjpkKrUuO8D3,120562,4
404,0.703,0.709,-4.169,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,0Q5VnK2DYzRyfqQRJuUtvi,177187,4
405,0.75,0.293,-14.463,0.257,0.0217,0.0,0.354,0.0731,127.037,11zbEbqr9VcR1Vay8wSZLZ,91649,4
406,0.706,0.637,-7.261,0.35,0.187,0.0,0.199,0.289,76.062,5teSgJfTCFK0ngDASJb99U,181540,4
407,0.687,0.031,-31.145,0.046,0.996,0.955,0.0788,0.548,80.62,5YSruNRsIZIseVGBmKcvlD,98802,4
408,0.864,0.476,-10.068,0.436,0.0374,0.0,0.374,0.647,157.144,1vrFJDrysqmsNAgyjBzx4f,137580,4
409,0.828,0.867,-6.158,0.165,0.568,0.0,0.159,0.704,99.985,35gEdDLav54uxoTOwHCq6t,194456,4
410,0.702,0.712,-7.435,0.0584,0.522,0.0263,0.267,0.891,151.017,3ixe45hov7EBKXm8tYBmvX,298160,3
411,0.786,0.409,-10.947,0.103,0.0985,0.776,0.0938,0.16,94.997,7pwWIKxx6kcTJfaCR4ksjC,154213,4
412,0.744,0.495,-6.311,0.0634,0.0216,0.0,0.111,0.128,83.51,1hB3M3POeKMLxcEFEvPeqU,231221,4
413,0.815,0.485,-12.918,0.202,0.00871,0.0,0.0797,0.426,96.047,1YTAkFzXvaGfBcSRztegPj,152895,4
414,0.605,0.692,-7.45,0.446,0.495,0.0,0.303,0.685,124.84,3drdWsJKiVCSQ2gKhd9BDT,224466,5
415,0.682,0.467,-12.107,0.0953,0.000374,0.836,0.281,0.348,137.024,5tavNnbEGhIG9QtKKKk6uV,137500,4
416,0.557,0.706,-6.592,0.0649,0.268,0.0,0.132,0.582,105.013,2vy9Ry1TNjCD85TiCbTz0r,237933,4
417,0.858,0.957,-3.921,0.105,0.271,0.000101,0.187,0.971,129.959,35g1Gu7v5Do3BsaF371Qwg,184553,4
418,0.855,0.59,-8.55,0.0751,0.28,0.0982,0.149,0.283,110.016,3K56RPWS4q200IwHiIZcUD,137184,4
419,0.902,0.834,-3.382,0.0434,0.0543,0.0241,0.0822,0.323,132.989,03xVNiztPmpWWQTrgDzjHR,254446,4
420,0.502,0.645,-10.611,0.122,0.444,0.00964,0.107,0.518,109.739,7hRlTK3mgFTBEjX7DjqBsI,202451,4
421,0.586,0.235,-20.59,0.378,0.794,0.774,0.24,0.404,138.003,1RLj2ye9XSfxxgGfccVIHt,331371,5
422,0.584,0.821,-3.628,0.0305,0.01,0.0,0.196,0.571,146.0,6iai8D40xiwuktWrxcInt1,201733,4
423,0.645,0.501,-16.631,0.0442,0.0676,0.891,0.124,0.232,140.081,6N2UWsEpjZen0YNoy2DSGH,221936,4
424,0.612,0.58,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045,3TURvFvqGFeCo0OUAOFTUo,239560,4
425,0.616,0.948,-4.583,0.176,0.229,0.0,0.387,0.786,149.832,5Ai3N1WrNnJx3cTNINLP0D,314033,4
426,0.359,0.543,-7.582,0.0915,0.492,1.57e-05,0.118,0.453,68.505,0sMoxgWVyBIY6Cotdl2pie,221307,4
427,0.648,0.968,-3.53,0.0427,0.327,0.0301,0.412,0.881,127.593,5O1nPIPKVG4PrfumePU86i,656170,4
428,0.596,0.868,-4.95,0.161,0.12,0.518,0.0514,0.705,118.02,6riuMNiPqRmE4LPJZGzIuv,173390,4
429,0.832,0.817,-11.898,0.199,0.184,0.0,0.062,0.744,141.98,1WzYhESGQOrYBKrAj6GVmT,224094,4
430,0.636,0.876,-3.413,0.0555,0.00164,0.0,0.117,0.799,120.983,63WuQOXohQIxOxIFA2K7bR,148064,4
431,0.681,0.671,-6.505,0.148,0.00345,0.0,0.128,0.229,176.029,3Dqzp1wKSrw3r0uGq3Kw9f,256705,4
432,0.619,0.916,-2.752,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,7ivOkXLuP1182ZtzA54Vbw,211987,4
433,0.489,0.889,-7.016,0.0343,0.000302,0.868,0.664,0.328,119.978,6iS4xloHDF6ek6JCIv8JT0,132000,4
434,0.446,0.144,-22.89,0.222,0.725,0.576,0.113,0.162,84.734,4jVVDplelsJ5ALtslwVIGY,166594,3
435,0.766,0.432,-13.522,0.106,0.264,0.852,0.096,0.392,129.947,3VtDWQeEAnahPezPy9Kh5d,177397,1
436,0.927,0.642,-4.466,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,0TyUOnU4H4GLqOcrH0auc8,190883,4
437,0.672,0.97,-2.214,0.129,0.0432,0.0,0.282,0.783,151.016,6QY5oOHduTJ0f4dSrMYYNO,317127,4
438,0.711,0.686,-6.409,0.271,0.0355,0.0,0.124,0.536,146.971,1YWE7cMqo4iVNdPTpH4Khj,173187,4
439,0.542,0.237,-11.64,0.0723,0.756,0.0,0.105,0.397,99.611,5BInc1KwcRJeDZILFPOY6x,409026,4
440,0.555,0.832,-3.691,0.0412,0.28,0.0,0.0894,0.43,170.124,3qAJAUr7yc9bPDx4ESt6ND,209903,3
441,0.71,0.851,-5.564,0.146,0.479,6.3e-06,0.0741,0.571,136.452,1SZbxkcd55aNe8VADLtaL1,695550,4
442,0.825,0.414,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,1Y5Jvi3eLi4Chwqch9GMem,200548,4
443,0.712,0.944,-2.285,0.127,0.282,0.00259,0.331,0.729,176.549,4P5kp6oZLXD9WKDepOTkfw,658965,4
444,0.496,0.425,-20.25,0.662,0.557,0.0062,0.103,0.0456,91.802,4ySnAthMdhRetSug0JEO64,305010,4
445,0.783,0.178,-14.539,0.105,0.297,0.918,0.114,0.18,129.986,6ncNp9KDM852f2zr5ImDb9,134673,4
446,0.392,0.354,-8.872,0.145,0.775,0.0,0.144,0.453,74.467,41vOAwrIfiE35QytBrHHBm,226011,1
447,0.382,0.731,-3.855,0.0491,0.996,0.942,0.432,0.354,125.525,2Wu1C4tELeIYt8OgJEX7Ku,152184,3
448,0.517,0.668,-6.012,0.116,0.0712,0.0,0.407,0.646,79.782,4IxeKzzxUSEgivgtbSbyIK,169824,4
449,0.668,0.432,-12.116,0.035,0.836,0.61,0.105,0.324,170.027,1swow7Ttp74rNaPtZfRxe6,148588,4
450,0.891,0.62,-6.822,0.157,0.176,1.59e-06,0.103,0.535,82.035,0vp1sk3FzuDBeLMLcRhQdL,143415,4
451,0.619,0.714,-3.772,0.387,0.0175,0.0,0.255,0.351,134.022,01tEbE08Hjx96hAfIg8TCQ,155280,5
452,0.762,0.649,-5.624,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,293mQGfVwgXIOdA1GpiwAt,239146,4
453,0.616,0.349,-11.729,0.0269,0.803,0.786,0.115,0.198,110.993,2ttitnVnTlfh3xYDuFUK8Z,192014,4
454,0.783,0.75,-5.762,0.078,0.426,0.0,0.241,0.88,97.953,6Jrdb6CFOJEGaHjaa6c4WR,140665,4
455,0.306,0.95,-5.897,0.0382,0.00068,0.0998,0.244,0.747,88.491,0qGEBxN2Lymfwtxw2nUwGK,89733,4
456,0.613,0.377,-8.562,0.0324,0.44,9.5e-05,0.113,0.276,141.983,2RhMiIkZA43AIBCPjBGLPJ,216063,4
457,0.713,0.712,-14.129,0.054,0.679,0.884,0.909,0.861,133.044,648OP442D4VLDyrvaXYuNp,218360,4
458,0.476,0.189,-13.777,0.0329,0.904,4.52e-06,0.254,0.324,115.851,4axSuOg3BqsowKjRpj59RU,264439,4
459,0.726,0.334,-10.562,0.0432,0.672,0.0,0.0773,0.15,124.068,3VjFMQklkiDeuAsO9xZBU7,60292,4
460,0.735,0.795,-6.523,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,1nH2PkJL1XoUq8oE6tBZoU,188918,4
461,0.668,0.681,-7.956,0.332,0.187,0.0,0.376,0.592,139.983,3Eleyo3GvnnKQ8n754lcKY,199808,4
462,0.971,0.851,-5.586,0.269,0.0344,0.0,0.092,0.81,120.008,4ue41gFbAjoU0P1EberJWm,143325,4
463,0.622,0.968,-3.825,0.0867,0.0944,2.04e-05,0.217,0.447,127.886,1pAOTKQFUQIjBR60feKtjA,665078,4
464,0.659,0.745,-3.599,0.0347,0.0417,0.0,0.296,0.54,74.967,7qTaDOcld0VmBWXnkbUj45,185600,4
465,0.767,0.721,-6.796,0.128,0.00354,0.411,0.112,0.155,128.001,1upK67kXLAIhZkoDyjDlz1,196911,4
466,0.582,0.797,-4.926,0.0334,0.23,0.0,0.132,0.595,135.973,3HO30hRbkOLU6ZWERayfQO,196027,4
467,0.367,0.0811,-24.093,0.0513,0.435,0.902,0.0983,0.302,79.59,2kscVFXigP695dCNBOtaOw,94581,3
468,0.659,0.502,-6.538,0.0375,0.363,5.14e-06,0.432,0.512,101.913,7DrzZN5jaDyE0a0tVuVWnj,179133,4
469,0.73,0.885,-6.413,0.049,0.312,2.27e-05,0.055,0.705,119.84,5QD5ENdP1kBrUBuxc3WWwV,124042,4
470,0.601,0.836,-3.42,0.0342,0.0974,0.0,0.106,0.338,127.934,79gv58G6usuURwl6TlmBTu,254747,4
471,0.709,0.424,-12.597,0.0354,0.134,0.00264,0.366,0.805,120.49,5N935HoQtt7n1xm2tKQgC7,225500,4
472,0.682,0.764,-5.411,0.0477,0.0363,0.0,0.103,0.701,97.023,1nltpRhEiXikwDlVn4UADk,192721,4
473,0.412,0.992,-0.726,0.338,0.0355,0.0,0.239,0.663,72.448,7p5vKzhof416ceE2K4CqKA,210260,4
474,0.665,0.678,-4.122,0.0315,0.00156,0.0,0.474,0.682,131.986,50eJOxJiGmJ7PBZaTKpje1,122570,4
475,0.466,0.796,-6.13,0.0993,0.0217,0.0,0.325,0.577,130.018,47cPZl4HLdo4mwH9kSb8m5,232846,4
476,0.87,0.835,-5.875,0.311,0.0353,0.0,0.142,0.901,140.051,0RkCnqwF8Tfl2QGPZwopyk,118249,4
477,0.7,0.994,-3.862,0.0798,0.31,1.38e-06,0.32,0.424,130.053,3IerlCd1GzTJeP33x6IvsL,678845,4
478,0.905,0.631,-10.06,0.177,0.129,0.0,0.101,0.751,105.026,4bV5sf2B4hWBBd5HQ8S7KB,160947,4
479,0.803,0.892,-10.94,0.0772,0.0507,0.503,0.102,0.904,119.973,40t4mSM4jSM2kINGypyjvn,192057,4
480,0.551,0.436,-8.029,0.0428,0.395,0.0,0.0719,0.862,188.651,74WROFXsox6wkeUrEK2DS6,170745,3
481,0.586,0.235,-20.59,0.378,0.794,0.774,0.24,0.404,138.003,6OeG5JyCIBhHfPPx2l2J1K,331371,5
482,0.788,0.603,-6.959,0.1,0.00439,0.000232,0.144,0.216,142.943,0Pq8CSHDXInMK8atOkWSAv,181440,4
483,0.546,0.522,-13.405,0.0326,0.000102,0.903,0.365,0.675,142.019,3mrTlnY73J5tUl5QvBjvxX,166500,4
484,0.747,0.739,-6.008,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,6Hs44CzlhYZXiRgIrK2ZRW,220196,4
485,0.575,0.898,-4.746,0.122,0.186,0.0,0.155,0.916,107.075,1aYprhB3o0SsMcH4HzXqvW,284454,3
486,0.743,0.733,-3.029,0.0597,0.026,0.0,0.353,0.375,121.134,3MTm8eZ2wCEtpyZqqhP6Dn,172822,4
487,0.686,0.817,-6.208,0.0557,0.337,0.0,0.0795,0.805,114.936,0BHTFitWhNp1vABJOrMRHM,205043,4
488,0.335,0.305,-12.661,0.0741,0.434,0.631,0.101,0.215,79.001,4OmfWzukSVD140NiAIEjem,156507,5
489,0.542,0.954,-2.261,0.036,0.0218,0.401,0.626,0.27,129.963,4H6Pmpm3ixCFRNifTDCMrl,203116,4
490,0.664,0.5,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,0GNVXNz7Jkicfk2mp5OyG5,182347,4
491,0.571,0.408,-9.633,0.0365,0.727,0.00222,0.237,0.643,136.283,7MmmLeBY8t6TEJALBHGiaX,232864,4
492,0.323,0.737,-4.008,0.0335,0.14,0.000162,0.163,0.156,112.923,1ji7BL3gzsrq22AFqXmj9j,241067,4
493,0.622,0.887,-6.461,0.0498,0.277,3.93e-05,0.0428,0.706,119.796,6hp2AN7ONMZ87U2LHQDvQU,126067,4
494,0.323,0.737,-4.008,0.0335,0.14,0.000162,0.163,0.156,112.923,23oaS2xf8HZEzlNPH6WkV3,241067,4
495,0.645,0.862,-4.048,0.0405,0.313,1.57e-05,0.0953,0.87,80.971,3bJzNkmMVfeAR6d8fYZscM,310391,4
496,0.581,0.725,-4.958,0.164,0.362,0.000311,0.57,0.658,113.248,6detE2x59NN55a5ZgUgF6w,197961,5
497,0.59,0.752,-7.922,0.0372,0.166,3.2e-05,0.178,0.482,109.94,6P6rbUuohixVnsIOmJoFhb,161455,4
498,0.468,0.608,-4.938,0.0363,0.191,0.0,0.304,0.146,134.096,6aQXKkAb8stLYNnY7X55bX,228373,3
499,0.874,0.765,-6.514,0.28,0.566,0.0,0.0651,0.65,95.955,3gPhlfzWkPAEALgG9mjSiN,153000,4
500,0.629,0.763,-4.279,0.0453,0.244,0.0,0.312,0.809,93.023,4Iy5HWLuz0yH0YoKGHlD86,214191,4
501,0.7,0.314,-15.73,0.314,0.553,1.33e-05,0.0995,0.821,179.906,13xOeEkOV2m7RB4WRnwD9X,118129,4
502,0.676,0.588,-7.025,0.275,0.137,8.47e-06,0.137,0.484,186.012,3S1dts4h4ubeyYbemzkiot,230461,4
503,0.702,0.865,-4.572,0.128,0.183,6.49e-06,0.333,0.545,104.837,2vHxqsn7wx28aEuaKz8MgS,177107,4
504,0.323,0.737,-4.008,0.0335,0.14,0.000162,0.163,0.156,112.923,5b39eSKSX8tQvzvK5VAr2A,241067,4
505,0.616,0.254,-12.248,0.765,0.0631,0.00233,0.114,0.581,173.076,5ecFuz0JicEE8uZgb8LZXp,156061,5
506,0.468,0.608,-4.938,0.0363,0.191,0.0,0.304,0.146,134.096,2V0IGoEnQxuDWVXN9f3wo4,228373,3
507,0.684,0.996,0.03,0.0819,0.26,0.0,0.763,0.772,130.049,1KgrAZwlNOAvVlbvAdfpmJ,208614,4
508,0.638,0.474,-12.7,0.124,0.351,0.191,0.105,0.441,179.771,0heI7zTuyLZVjlwYsxrGSh,111640,4
509,0.692,0.999,-4.581,0.086,0.0675,3.56e-05,0.286,0.666,135.056,0uTuKFAYFJNBZHw4Xfeesq,606799,4
510,0.685,0.816,-5.496,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,1shX127iTAHhel1Y2W375o,215627,4
511,0.449,0.633,-5.045,0.394,0.58,0.0,0.112,0.17,86.997,5kDOpWgJbETHwAe0V4cEAm,302310,1
512,0.468,0.608,-4.938,0.0363,0.191,0.0,0.304,0.146,134.096,4qxnrhzvKudNPVUKlp6fg7,228373,3
513,0.788,0.755,-10.664,0.0931,0.00617,0.053,0.296,0.966,150.01,1ES3J2FMTC0l16BKqcyYMb,153652,4
514,0.629,0.763,-4.279,0.0453,0.244,0.0,0.312,0.809,93.023,5A8awAurFPlGGXhJg1zahL,214191,4
515,0.548,0.655,-8.099,0.419,0.234,0.0,0.125,0.55,70.569,2FQSKN5CL2Lbr4Ug1Ek6tD,191463,4
516,0.587,0.632,-5.416,0.0311,0.148,1.01e-05,0.158,0.392,139.974,5ZCjp56T8J6d7amJyFSzrI,199040,4
517,0.721,0.496,-8.743,0.036,0.479,0.936,0.0705,0.549,120.014,5dt5N8io9CXsIXHsgfdBE9,280000,4
518,0.314,0.439,-5.726,0.0311,0.671,0.0,0.181,0.364,180.119,67dU06KGaJHLLlo5Y5bkD2,248178,4
519,0.541,0.338,-15.645,0.139,0.692,0.000477,0.201,0.493,136.833,6r95i99qFSOQId4rsnUg1H,102853,3
520,0.716,0.748,-6.06,0.0356,0.235,0.849,0.114,0.338,119.918,01kfSdF9zfcDLri5sSWEoL,169245,4
521,0.79,0.49,-12.895,0.403,0.168,0.0,0.126,0.464,130.077,78cig3zwD5hDxcJKcF6a9G,129335,3
522,0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4k6Uh1HXdhtusDW5y8Gbvy,232067,4
523,0.787,0.947,-2.679,0.194,0.322,0.0,0.343,0.792,100.262,4PGzxyOFPg2pwJFJrWpGpq,378661,4
524,0.537,0.598,-8.858,0.232,0.211,0.00576,0.144,0.468,163.943,7dJKtfSjZ4JEtldjeL0acg,214693,4
525,0.564,0.982,-2.849,0.124,0.538,6.54e-06,0.437,0.84,139.952,2lhjXoV4GWPIP0JrjbxDrB,198075,4
526,0.552,0.411,-7.946,0.0434,0.794,3.5e-06,0.248,0.501,78.095,0qoSVsQJOTINFkkux2lbJj,181239,4
527,0.801,0.458,-13.849,0.0788,0.243,0.922,0.0906,0.783,100.0,3Yhg7lDsj9wKQIpizVSGa7,176000,4
528,0.514,0.65,-8.867,0.499,0.138,0.0,0.103,0.236,127.428,19n0UZuW8AArMVWNztoXu9,179149,5
529,0.617,0.477,-8.433,0.0314,0.466,0.641,0.117,0.571,124.29,6O0xaPL0VwkX7nDvl32SdC,189133,4
530,0.53,0.835,-3.69,0.11,0.0453,0.0,0.0637,0.471,166.02,0sb8ClU3CLoNblxkpmOKzA,190319,4
531,0.65,0.81,-6.734,0.0632,0.276,1.4e-06,0.156,0.913,119.984,6Q6w3BogwYxmuihd6Bn90Y,157198,4
532,0.81,0.655,-6.779,0.0698,0.127,8.16e-05,0.105,0.809,150.002,2KdKh9vHbKW0tZLqtpxxI0,193322,4
533,0.697,0.939,-2.471,0.0772,0.243,5.2e-05,0.325,0.781,90.251,1JYPdId8v9Nm8h9LRnTUvM,610064,4
534,0.441,0.37,-9.852,0.081,0.133,1.08e-06,0.152,0.166,77.086,06gHGDKY2GUvCWQofdB5nR,379004,4
535,0.599,0.811,-4.329,0.0624,0.41,3.36e-06,0.217,0.88,96.39,3DtnExfxTbQp0J6hJx0DzV,253492,4
536,0.663,0.502,-7.07,0.0285,0.791,0.0,0.105,0.371,143.969,4q9NEq8kUmSZwtNsxL2KJN,183087,4
537,0.708,0.476,-7.824,0.195,0.362,0.69,0.342,0.605,130.147,0MfvLaXmlCdPHljRohkV4V,89493,4
538,0.612,0.675,-6.518,0.0231,0.0994,0.0,0.217,0.763,97.04,0DmkBOGgEWMbUJlL6VwwF2,201547,4
539,0.302,0.693,-6.145,0.0962,0.124,0.467,0.0983,0.329,126.868,15yn1S2AqWRX8IXdMqECgh,216973,1
540,0.408,0.47,-10.149,0.0893,0.666,5.44e-05,0.0926,0.0953,51.66,4lUsBLTAiufWocWtg4H0my,234613,4
541,0.679,0.977,-0.94,0.237,0.101,0.596,0.375,0.686,174.963,2rDD4pdsGlpKEz98rFU9Uf,137113,4
542,0.528,0.228,-13.029,0.14,0.864,1.69e-05,0.37,0.604,175.916,0LLwEMjBYNESOTW04NinQN,198005,4
543,0.844,0.781,-7.886,0.9,0.463,0.0419,0.0919,0.445,130.111,1rMinnZCaO1e4elEl9V6Ua,64177,4
544,0.796,0.56,-6.135,0.238,0.127,1.36e-06,0.292,0.698,149.884,3f9lNXFSpE93mkVcQmm4x3,141043,4
545,0.322,0.932,-2.502,0.049,0.00448,0.656,0.122,0.315,130.079,6x8uGk6rrz4ELEyos1Y6by,261265,4
546,0.695,0.69,-5.805,0.0233,0.0328,0.697,0.113,0.741,92.977,0mRbKcvmbbUtfFyfeFHCJa,293427,4
547,0.733,0.885,-7.329,0.0548,0.0167,0.0196,0.126,0.711,132.034,2H7p2ywhY1p4esonvQ1yFY,183458,4
548,0.766,0.485,-8.343,0.237,0.111,0.0,0.436,0.289,140.055,1fz22sUZlpL9jZOWz02wws,134908,4
549,0.675,0.448,-17.21,0.118,0.00138,0.877,0.0957,0.566,179.986,4QqTRs6DNWttil2dBRtvd5,117400,4
550,0.547,0.483,-10.716,0.0933,0.892,0.000487,0.182,0.375,66.714,1ohiLbl4LitKj1A2vhc9Dw,141019,4
551,0.686,0.516,-7.834,0.318,0.00862,4.03e-05,0.138,0.569,199.924,1iK1tDGMWFk8i8bhGMlKaW,181133,4
552,0.193,0.0218,-31.16,0.0389,0.955,0.88,0.117,0.213,125.501,1kNdtonJXHorsVpWerK8C2,36935,3
553,0.752,0.902,-3.885,0.0492,0.311,0.000841,0.365,0.831,105.009,3Ykwfbeeo1jo5r5H7vToDV,234266,4
554,0.516,0.248,-11.942,0.0519,0.888,0.000145,0.102,0.348,131.442,31CyRsjrpPmxRF9bfRfI4F,162007,3
555,0.637,0.59,-7.256,0.0563,0.497,0.423,0.174,0.269,130.25,2tmOvHkizQ3ASAL6lKw149,93313,4
556,0.601,0.92,-4.802,0.0505,0.000735,0.0,0.0998,0.537,88.014,25wdC7CJmCJPgnKw9rYquJ,170134,4
557,0.743,0.415,-11.839,0.3,0.0818,0.92,0.254,0.891,142.0,7hIDRm6MT8KeFs6SWD4Liu,171500,4
558,0.659,0.712,-4.021,0.0576,0.0783,0.0,0.0915,0.407,90.118,3LqvPkk4AAnStbxJyKqt9Z,301304,4
559,0.702,0.817,-15.637,0.0473,0.184,0.748,0.204,0.716,129.949,5fRczBglx7gY4SJgz50ytt,60005,4
560,0.791,0.468,-9.153,0.243,0.296,1.54e-05,0.298,0.398,133.082,5UOh9dtYzosayTk9eHVoKw,198004,4
561,0.807,0.897,-9.523,0.0991,0.042,0.0,0.0736,0.965,130.003,6OZHi41kYoBrr84JXBRNNz,208852,4
562,0.633,0.511,-5.665,0.0368,0.434,0.0,0.248,0.29,116.855,4JzCFEc3O2UEdjKzevvFH5,264481,3
563,0.714,0.957,-5.161,0.304,0.0794,0.000617,0.306,0.45,124.922,4Rf4XaJpdWRhajzzU9dmhB,229111,4
564,0.553,0.659,-7.295,0.0391,0.0027,0.0,0.105,0.105,120.146,0VO8gYVDSwM1Qdd2GsMoYK,234000,4
565,0.633,0.635,-7.283,0.0557,0.519,0.354,0.0692,0.339,130.204,21jmiNJScus1LcgRDMot3W,93259,4
566,0.775,0.688,-10.912,0.0593,0.0176,0.0917,0.108,0.284,120.017,1XsRwo2it6QHdV2OiT6IzF,336005,4
567,0.637,0.481,-11.094,0.0734,0.0728,0.0,0.0903,0.249,100.082,7kg7SmWjlESF8Yn1Vj3vLu,129875,4
568,0.905,0.487,-8.749,0.119,0.0191,0.000155,0.0842,0.813,93.023,06HwITF9GftCRHmX49BQy7,192011,4
569,0.703,0.953,-2.563,0.103,0.241,0.0,0.443,0.707,140.093,2WDoQvIzHcUV0Tw8a0baGn,660059,4
570,0.756,0.23,-13.059,0.108,0.664,0.0223,0.209,0.473,137.762,4DYtTTKXj72rVytUp8wgQx,169014,4
571,0.608,0.988,1.526,0.0745,0.253,0.0,0.238,0.909,132.107,2MRjB98tAtAfuZ9Wx5LqxT,267308,4
572,0.826,0.603,-7.659,0.0737,0.0474,0.0,0.0831,0.681,107.494,4ELynSlkV4OHcBCFenFJ7U,160290,4
573,0.552,0.754,-18.811,0.12,0.199,0.0,0.396,0.0342,81.623,0WKyKco1At6h4qPOetlnpt,196885,4
574,0.567,0.824,-6.973,0.296,0.167,2.65e-06,0.149,0.737,138.202,1REVvAphiSTJyKQ1fDpHa4,329295,4
575,0.52,0.94,-2.396,0.0992,0.355,3.18e-06,0.668,0.375,144.941,3VkSat0rMSf9T7fdpviQ0j,255025,4
576,0.763,0.782,-4.541,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,177689,4
577,0.543,0.996,-1.893,0.184,0.45,0.0,0.549,0.731,75.372,3vSmfuyc7pkJeWvI3tR0NU,214753,4
578,0.688,0.842,-4.211,0.264,0.0499,0.0,0.241,0.416,159.897,0P2P1AxcRYhiZvoF5MyRmM,185856,4
579,0.888,0.501,-9.722,0.152,0.0485,0.957,0.0712,0.702,89.016,301PQgvvk0iEJSWo0wgHeG,258413,4
580,0.707,0.478,-4.602,0.0671,0.581,0.0,0.112,0.571,109.986,33aLws184a7SVqraKuDqI3,157636,4
581,0.742,0.775,-9.374,0.0864,0.128,0.000505,0.95,0.594,152.033,25TMeThxihPdNBq8sDPwwM,187693,4
582,0.501,0.263,-13.784,0.0504,0.289,0.0,0.0968,0.444,143.989,0QhXOyqE6azualep49YUIU,247080,4
583,0.614,0.798,-20.043,0.269,0.299,0.0,0.909,0.0347,65.682,7KPyBhuICnEBUDBo2Wqj6y,379298,3
584,0.592,0.485,-8.762,0.101,0.372,0.0,0.165,0.269,91.15,13dkymzNGVP2gOxQGR9kJW,162010,4
585,0.128,0.204,-21.786,0.032,0.846,0.936,0.106,0.0344,82.87,2My8R4LiV526T7m8DKGYvr,392858,3
586,0.354,0.475,-9.333,0.0425,0.149,0.034,0.21,0.0393,114.975,1X8E4vVoOM3BpSQlEDSjjM,217222,4
587,0.238,0.333,-22.701,0.0334,0.989,0.937,0.115,0.171,79.966,0r5Ccz2QCeNqOji9tQSEzi,201000,3
588,0.642,0.768,-3.674,0.0248,0.208,0.0,0.225,0.546,97.485,7KDYKPhxFFRDBSbgcfLxUT,227815,3
589,0.719,0.914,-5.047,0.0515,0.00198,0.292,0.355,0.688,149.981,4Vls2d3fcFF2ObqgE7ivHR,509632,4
590,0.375,0.326,-10.113,0.0415,0.68,0.00113,0.11,0.196,127.188,0LjnA0aB2oA3BY73lftVtA,75043,5
591,0.758,0.557,-8.469,0.0874,0.788,0.11,0.111,0.508,94.971,70aY52otnnwiONSJbjCHnC,237474,4
592,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4srcMdbm2qzVG98tJajHxp,240413,4
593,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4
594,0.73,0.785,-7.986,0.243,0.105,0.0,0.0445,0.596,82.037,7My9ca9QEIR8MvIOdIrTWA,215120,4
595,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3
596,0.718,0.319,-11.261,0.0435,0.965,0.00036,0.0895,0.639,109.994,3N3d4OWbPVxTQVBFqNyykk,250865,4
597,0.624,0.827,-21.722,0.248,0.397,0.0,0.765,0.0304,104.739,35Up0ju86uEHcUEIsGlSlu,299755,3
598,0.594,0.382,-5.432,0.0292,0.416,0.0,0.117,0.223,110.237,7lNmcW2wW6ciV9Rhh8YOMe,254258,4
599,0.522,0.976,-1.414,0.332,0.413,3.27e-05,0.402,0.623,71.727,5PDmZ0uXIDKuYPKBivevn8,221248,4
600,0.978,0.683,-5.743,0.0981,0.0634,5.88e-05,0.523,0.419,118.041,02nTpchENdZ4Nm8AfTmrFv,146441,4
601,0.471,0.186,-25.828,0.373,0.889,0.634,0.114,0.0405,74.431,2OghxwtARSHzYkgJo3XV0R,275643,3
602,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,3Z7CaxQkqbIs1rewKi6v4W,129817,4
603,0.439,0.556,-25.168,0.22,0.283,0.0,0.449,0.03,63.495,5VZHEskhvomnI6nmgKCH5u,199210,3
604,0.672,0.58,-5.66,0.234,0.0934,0.0,0.103,0.116,111.55,5gcsJvWzuPMeJBQYdiO0RS,177731,3
605,0.623,1.0,-1.236,0.149,0.0311,0.0,0.576,0.39,150.007,6jtVrBVODzwGGUKQjmxDmt,184181,4
606,0.794,0.677,-9.969,0.0713,0.446,0.0313,0.076,0.611,101.467,7Jph6HJbfURt4Fea19IED3,170496,3
607,0.484,0.75,-6.949,0.0448,0.821,0.755,0.364,0.0667,119.952,5Lrm1v3bOhA46DILcDEiZO,118061,4
608,0.453,0.673,-5.649,0.144,0.32,0.0,0.131,0.266,92.06,1UdzJEpgJxtuXAlCOvD4S0,159849,4
